rank,name,team,obpr,dbpr,bpr,poss,box_obpr,box_dbpr,box_bpr,adj_team_off_eff,adj_team_def_eff,adj_team_eff_margin,plus_minus,players,color_O,color_D,color_Diff
1314,Alyn Breed,NC State,0.310243,0.720708,1.030951,546,1.03171307460116,0.484432579999364,1.51614565460052,113.518818518825,99.6159682196949,13.90285029913,41,1600753,#FFFBF8,#FFF2E3,#FFF8EF
1315,Tre Beard,Cleveland State,3.66033,-2.63369,1.02664,1550,3.77371922687854,-0.328103317253873,3.44561590962466,108.614647400713,124.134642640013,-15.5199952392997,-208,2539380,#FFDBAE,#86B4DC,#FFF8EF
1316,Griffen Goodbary,Drake,0.940624,0.0826306,1.0232546,657,1.77830934928815,-0.456363513594614,1.32194583569354,107.768945405156,107.730289147295,0.0386562578617244,10,2480436,#FFF5EA,#FFFDFB,#FFF8F0
1317,Nassim Mashhour,Oakland,2.44031,-1.42094,1.01937,458,0.420361486324568,-0.399648636785692,0.0207128495388763,122.10408453374,114.939044190962,7.16504034277798,-16,2320911,#FFE7C9,#BED6EC,#FFF8F0
1318,Jalen Quinn,Drake,1.39785,-0.378783,1.019067,1860,1.87132608271047,0.187595813580612,2.05892189629109,106.52137345624,111.334554631174,-4.8131811749341,-99,1890379,#FFF1E0,#EDF4FA,#FFF8F0
1319,Bryce Dortch,Rutgers,-0.656454,1.67181,1.015356,724,-1.48386351588612,1.17360761066983,-0.310255905216297,107.61624546849,99.9487545597954,7.66749090869442,15,2292682,#EBF2F9,#FFE2BE,#FFF8F0
1320,Sadiq White Jr.,Syracuse,-0.417087,1.43219,1.015103,786,-0.116082378995781,1.73333126650271,1.61724888750693,105.438138815954,102.697409081427,2.74072973452626,-45,2531808,#F2F7FB,#FFE6C7,#FFF8F0
1321,Eemeli Yalaho,Washington State,1.91846,-0.906151,1.012309,1530,2.22649513045046,0.0979835457395678,2.32447867619003,111.106642963048,112.268917526129,-1.16227456308089,-70,2125066,#FFECD4,#D5E5F3,#FFF8F0
1322,Dani Pounds,Tennessee Tech,0.479655,0.532104,1.011759,798,0.672690319409946,0.377458797900759,1.05014911731071,103.817716455961,110.33476734926,-6.51705089329968,0,2134261,#FFFAF4,#FFF5EA,#FFF8F0
1323,Justice Shoats,Siena,0.43666,0.575066,1.011726,1948,0.126457239195456,-0.617412554163378,-0.490955314967922,107.129942865529,103.198187790286,3.93175507524255,234,1953952,#FFFAF5,#FFF5E8,#FFF8F0
1324,Gabe Dynes,USC,-1.96229,2.97395,1.01166,587,-0.804912437664426,0.556892539250687,-0.248019898413738,106.00316649334,94.9733973136604,11.0297691796791,-24,2117042,#C4DAEE,#FFCC8C,#FFF8F0
1325,Boden Skunberg,Illinois State,0.922108,0.0891784,1.0112864,1399,1.51879278858181,-0.194778124545078,1.32401466403673,106.900159600823,103.027948433832,3.87221116699135,38,1612276,#FFF6EA,#FFFDFB,#FFF8F0
1326,Josh Odunowo,UMBC,1.2101,-0.203758,1.006342,1086,-0.316489198493613,-1.67509161811095,-1.99158081660456,110.581049669702,104.919815929451,5.6612337402512,191,1637512,#FFF3E4,#F5F9FC,#FFF8F0
1327,Leo Beath,UC San Diego,-0.0753936,1.08129,1.0058964,1708,-0.134792099348931,0.386082807856706,0.251290708507775,105.513944570345,100.901825406064,4.61211916428068,122,1942020,#FCFDFE,#FFECD5,#FFF8F0
1328,Dante Harris,Tennessee State,1.25191,-0.246799,1.005111,1702,1.00529725603243,-0.884812866312622,0.120484389719809,109.325479388222,107.344225093485,1.98125429473659,149,1607814,#FFF2E3,#F3F8FB,#FFF8F0
1329,Dominic Pangonis,Wright State,1.36807,-0.364699,1.003371,1529,0.551153082285373,-0.425085758117117,0.126067324168257,112.822254314674,105.360613359795,7.46164095487902,156,2321428,#FFF1E0,#EEF4FA,#FFF8F0
1330,Will Johnston,Richmond,2.2727,-1.27061,1.00209,1468,1.79499814362714,-0.583085838786316,1.21191230484082,109.877044048882,111.588512173558,-1.71146812467666,-12,1931593,#FFE8CD,#C5DBEE,#FFF8F0
1331,Yame Butler,Butler,1.12311,-0.122585,1.000525,731,1.04818859910903,0.514555355076808,1.56274395418584,110.410722325345,107.796227147777,2.61449517756807,-1,1910948,#FFF4E6,#F9FBFD,#FFF8F0
1332,Ariel Bland,Bethune-Cookman,0.115232,0.884731,0.999963,1100,0.0769514481026991,1.00628503097805,1.08323647908075,101.964081813196,107.654328577245,-5.69024676404899,-52,1736926,#FFFDFC,#FFEFDD,#FFF8F0
1333,Kwo Agwa,Texas-Rio Grande Valley,0.413665,0.586195,0.99986,523,0.454462472874497,0.401138523936836,0.855600996811332,104.346394869061,102.833507158981,1.51288771008045,-29,2152579,#FFFAF5,#FFF5E8,#FFF8F0
1334,Bradyn Hubbard,Abilene Christian,-0.387766,1.38302,0.995254,1466,-0.362496161066471,0.499537171845307,0.137041010778835,97.0976317913599,102.620548033667,-5.5229162423068,-21,2313792,#F3F7FB,#FFE7C9,#FFF8F0
1335,Justin Thomas,Bowling Green,-0.600432,1.59541,0.994978,1255,-1.02813753148325,0.512130483891939,-0.516007047591316,102.602402531405,99.692433893673,2.90996863773201,79,1905981,#EDF3F9,#FFE3C1,#FFF8F0
1336,Niccolo Moretti,Florida Atlantic,0.834867,0.160014,0.994881,1439,0.220923038587515,-0.387008730184566,-0.166085691597051,106.537768721226,103.364771553263,3.17299716796298,17,1990479,#FFF6EC,#FFFCF8,#FFF8F0
1337,Breylin Garcia,South Carolina Upstate,0.0894281,0.905027,0.9944551,504,0.402401536954606,0.518315300505522,0.920716837460128,99.6984563352323,103.831072371543,-4.13261603631089,-1,2345232,#FFFEFD,#FFEFDC,#FFF8F0
1338,Tate Sage,Iowa,1.25842,-0.265289,0.993131,831,2.19596407307056,-0.194135109816577,2.00182896325398,117.690026630008,100.872904863671,16.8171217663373,82,2505015,#FFF2E3,#F2F7FB,#FFF8F0
1339,Jaylen Searles,Nicholls State,0.491519,0.500022,0.991541,1366,1.16396392192906,0.442355012318953,1.60631893424802,102.836264298597,109.836410993673,-7.00014669507569,-68,2116984,#FFFAF4,#FFF6EB,#FFF8F0
1340,Xavier Booker,UCLA,0.476361,0.513519,0.98988,1084,2.22636750877084,1.10193672386203,3.32830423263287,112.636650344459,103.83588158835,8.80076875610905,3,2119936,#FFFAF4,#FFF6EB,#FFF8F0
1341,Taj Manning,Kansas State,-0.800752,1.79061,0.989858,1131,0.50692224488088,1.23333116326657,1.74025340814745,105.140831837562,99.7544784105883,5.3863534269742,-80,1910323,#E7F0F8,#FFE0BA,#FFF8F0
1342,Quante Berry,Memphis,-0.494668,1.48356,0.988892,978,0.511894684188135,1.78117223757303,2.29306692176117,100.699461226101,101.304621961222,-0.605160735120291,-40,1890530,#F0F5FA,#FFE5C6,#FFF8F0
1343,Andrew Alekseyenko,Colgate,1.47895,-0.491452,0.987498,1615,1.6099949949769,-0.140508236314374,1.46948675866253,107.533404807496,111.15119449347,-3.61778968597437,53,2474939,#FFF0DE,#E8F1F8,#FFF8F0
1344,Collin Kuhl,Stetson,0.409789,0.57705,0.986839,1240,1.25132712625005,0.366447920574452,1.6177750468245,102.172070703004,110.364153824811,-8.19208312180635,-63,2106232,#FFFBF5,#FFF5E8,#FFF8F0
1345,Aidan Burke,UC San Diego,1.30747,-0.321424,0.986046,1192,1.05211359625442,-0.362022443135293,0.690091153119122,106.862635364206,102.768734795098,4.09390056910774,64,2136060,#FFF2E2,#F0F5FA,#FFF8F0
1346,Boden Kapke,Boston College,-0.0284119,1.01406,0.9856481,1390,1.23374303782833,0.62469979879427,1.8584428366226,97.8551147390324,100.265285714605,-2.4101709755728,-120,2092580,#FEFEFE,#FFEDD8,#FFF8F0
1347,Jermaine Ballisager Webb,Portland,1.1557,-0.170539,0.985161,1128,2.07556553076813,0.530023650207927,2.60558918097605,100.322125698717,109.725482981536,-9.40335728281969,-120,1924188,#FFF3E5,#F7FAFC,#FFF8F0
1348,Qadir Martin,Mercyhurst,0.484702,0.499163,0.983865,1656,0.63700996370948,0.620977767355214,1.25798773106469,101.536920683065,109.62846178283,-8.0915410997642,10,2287899,#FFFAF4,#FFF6EB,#FFF8F0
1349,Gavin Gores,Wyoming,0.670278,0.312953,0.983231,776,1.127074849105,0.0941588291040628,1.22123367820906,113.493952313017,106.184068567485,7.30988374553221,44,2506835,#FFF8F0,#FFF9F2,#FFF8F0
1350,Isaiah Malone,Florida Gulf Coast,-0.5296,1.51229,0.98269,1272,0.767478643352478,1.57879273847472,2.34627138182719,101.147550462946,105.753697499846,-4.60614703689988,-2,2532375,#EFF5FA,#FFE5C4,#FFF8F0
1351,Julen Iturbe,American,0.847297,0.135191,0.982488,1327,1.36731601064064,-0.171731192875728,1.19558481776491,106.990023338443,108.706533882918,-1.71651054447484,60,2321215,#FFF6EC,#FFFCF9,#FFF8F0
1352,Vincent Brady II,High Point,0.611289,0.37033,0.981619,630,-0.34259526109048,-0.253632548038953,-0.596227809129433,113.583431125938,103.850364771458,9.73306635448019,117,1890447,#FFF9F1,#FFF8F0,#FFF8F0
1353,Anthony Nimani,Cornell,2.11769,-1.13804,0.97965,620,2.12405161080828,-0.998921318622758,1.12513029218552,120.769830059363,113.976120385405,6.79370967395807,43,2287708,#FFEAD0,#CBDEEF,#FFF8F0
1354,Rashund Washington Jr,Illinois-Chicago,0.76002,0.216078,0.976098,1258,1.50536546421096,-0.182698268882881,1.32266719532808,106.430286724081,101.513011402738,4.91727532134347,52,2531853,#FFF7EE,#FFFBF6,#FFF8F0
1355,Buddy Hammer Jr.,North Texas,-0.000416783,0.972784,0.972367217,654,0.48530171576965,0.349245127679406,0.834546843449056,100.712401390468,98.5774485322339,2.1349528582339,-3,2561230,#FEFEFE,#FFEED9,#FFF8F0
1356,Aidan Mahaney,UC Santa Barbara,1.95268,-0.981866,0.970814,1760,2.59181203928622,-1.25818387011358,1.33362816917265,107.175707447089,109.276009281767,-2.10030183467851,57,1908434,#FFECD4,#D2E3F2,#FFF8F0
1357,Connor Turnbull,Evansville,-1.01669,1.98627,0.96958,494,-2.04214346683065,1.69673698206162,-0.345406484769034,92.0287166659919,107.042827380658,-15.0141107146665,-56,1895635,#E0ECF6,#FFDDB2,#FFF8F0
1358,Mason Gibson,Texas A&M-Corpus Christi,0.507622,0.461077,0.968699,974,0.393008019842154,-0.374861626197618,0.0181463936445361,102.422970699336,101.079210179895,1.34376051944072,55,1704955,#FFFAF3,#FFF7ED,#FFF8F0
1359,"Darin Smith, Jr.",Central Connecticut,2.07909,-1.1121,0.96699,1542,2.22483613725568,-1.54966912844971,0.675167008805969,105.544834412293,112.536242300506,-6.99140788821295,49,2107891,#FFEAD1,#CCDFF0,#FFF8F0
1360,Rashaan Mbemba,Colorado State,0.777478,0.18932,0.966798,569,0.788389877521274,0.254082790942284,1.04247266846356,114.090977654645,111.292912328271,2.79806532637403,-13,2122487,#FFF7ED,#FFFBF7,#FFF8F0
1361,"Rob Lee, Jr.",Lamar,1.8092,-0.842641,0.966559,1394,3.12131021378603,-1.05153322232792,2.06977699145811,101.866138825405,106.712009056876,-4.84587023147145,-13,2138719,#FFEDD7,#D8E7F3,#FFF8F0
1362,Jermaine O'Neal Jr.,SMU,0.651195,0.313825,0.96502,874,0.320763047716643,0.746904698050618,1.06766774576726,117.592397018567,103.439454929782,14.1529420887858,32,2503225,#FFF8F0,#FFF9F2,#FFF8F0
1363,Jaden Winston,Manhattan,1.56887,-0.604762,0.964108,1884,2.03323946242264,-0.0249503738220424,2.0082890886006,101.769161261152,117.435749448037,-15.6665881868853,-152,2351158,#FFEFDC,#E3EDF7,#FFF8F0
1364,Albert Vargas,Robert Morris,1.435,-0.471348,0.963652,1054,1.82735813368314,-0.474549022373552,1.35280911130959,110.979578164808,107.357646026775,3.62193213803361,81,2324584,#FFF1DF,#E9F1F8,#FFF8F0
1365,Carlos Hart,Eastern Michigan,0.0522464,0.911142,0.9633884,962,0.41210235149592,0.219533441191913,0.631635792687833,101.247493727711,101.60610533131,-0.358611603599823,19,2167935,#FFFEFD,#FFEFDC,#FFF8F0
1366,TJ Wainwright,Pacific,1.25024,-0.286956,0.963284,1649,1.40795781015117,-0.117014981723219,1.29094282842796,108.146589537417,104.098436811567,4.04815272585084,47,1930367,#FFF2E3,#F1F6FB,#FFF8F0
1367,Jacob Beccles,Cornell,1.80834,-0.846945,0.961395,1130,2.16855956621168,0.057537832691546,2.22609739890322,114.339340473098,114.110560918199,0.228779554899128,12,2125880,#FFEDD7,#D8E7F3,#FFF8F0
1368,Gavin Sykes,Long Beach State,2.02393,-1.06459,0.95934,1568,2.59803233051364,-1.52209204878671,1.07594028172692,102.665195933985,107.841684180558,-5.17648824657324,-68,2505240,#FFEBD2,#CEE0F0,#FFF8F0
1369,Elijah Strong,South Carolina,1.15952,-0.206218,0.953302,944,0.992639662707959,0.788467375724303,1.78110703843226,111.8490625972,106.737111159732,5.11195143746792,-26,2128762,#FFF3E5,#F5F9FC,#FFF8F1
1370,Devon Malcolm,California Baptist,-0.913248,1.86551,0.952262,779,0.362496550346621,1.73398627048711,2.09648282083373,100.184439460911,100.573161377545,-0.388721916634194,34,2282117,#E3EEF7,#FFDFB7,#FFF8F1
1371,Brady Shoulders,Mercer,0.31099,0.636037,0.947027,1518,0.289090964784475,0.891041826524648,1.18013279130912,108.73144109661,109.543845550349,-0.812404453739002,3,2313611,#FFFBF8,#FFF4E6,#FFF8F1
1372,CJ Shaw,UC Santa Barbara,2.12896,-1.1821,0.94686,1494,2.43616172095028,-1.11666315868724,1.31949856226303,110.488457836145,110.856401732084,-0.367943895938727,53,2480418,#FFEAD0,#C9DDEF,#FFF8F1
1373,Justin McBride,James Madison,1.66979,-0.724454,0.945336,1392,2.04765819932936,-0.193949316869228,1.85370888246013,106.831167281627,113.479524408711,-6.64835712708425,10,2105469,#FFEEDA,#DDEAF5,#FFF8F1
1374,Wilhelm Breidenbach,Grand Canyon,-0.190575,1.13581,0.945235,625,-0.539517833098954,0.390518386187473,-0.148999446911481,107.251055106477,96.4105868160013,10.8404682904753,79,1702088,#F9FBFD,#FFEBD3,#FFF8F1
1375,Asa Thomas,Furman,1.58057,-0.637995,0.942575,1138,2.63753158617642,-0.434052701269035,2.20347888490738,106.617852765192,108.656128497643,-2.03827573245035,32,2118358,#FFEFDC,#E1ECF6,#FFF8F1
1376,Legend Geeter,Detroit,1.19166,-0.249575,0.942085,1262,1.35997578188813,0.400485022932937,1.76046080482107,107.839007462165,110.66595206815,-2.82694460598489,-19,1687604,#FFF3E4,#F3F7FB,#FFF8F1
1377,Isaiah Abraham,Georgetown,0.264519,0.663836,0.928355,1116,0.545301172739887,0.521227964106546,1.06652913684643,110.228987189153,101.527189421689,8.701797767464,-3,2313596,#FFFCF9,#FFF3E5,#FFF8F1
1378,Ahmad Henderson II,Illinois-Chicago,0.71848,0.208251,0.926731,1158,1.47580210322451,-0.076835060926804,1.3989670422977,101.859389452596,102.27506133135,-0.415671878754886,25,2143455,#FFF8EF,#FFFBF7,#FFF9F1
1379,Davion Bailey,Incarnate Word,1.89381,-0.967385,0.926425,1650,1.84946073195125,-0.177871501872986,1.67158923007827,104.546436568269,114.231615025041,-9.68517845677186,-106,2125367,#FFECD5,#D2E3F2,#FFF9F1
1380,Evan Otten,Idaho State,-0.611721,1.53753,0.925809,721,-1.46009876338026,2.28308299601307,0.822984232632806,108.334547226194,114.446788347484,-6.11224112128994,-135,2092803,#ECF3F9,#FFE4C3,#FFF9F1
1381,Jason Schofield,Marist,-0.217974,1.14378,0.925806,690,1.44460068080917,-0.0143222321452914,1.43027844866388,95.1359324758904,97.0584749943102,-1.9225425184198,46,2119117,#F8FAFD,#FFEBD3,#FFF9F1
1382,Montavious Myrick,Eastern Kentucky,1.21836,-0.293085,0.925275,1468,0.829799086262292,0.0388324110693633,0.868631497331655,107.884449651086,115.865932905163,-7.98148325407719,-102,1714355,#FFF3E4,#F1F6FB,#FFF9F1
1383,Tanner Hayhurst,Southern Utah,2.03724,-1.12003,0.91721,1527,1.9979833488595,-1.35879346664105,0.63918988221845,104.820328599455,111.408474136151,-6.58814553669642,-52,1906895,#FFEBD2,#CBDFF0,#FFF9F1
1384,Brian Waddell,Bellarmine,2.83779,-1.92141,0.91638,1598,2.46926387341119,-0.418985536052877,2.05027833735831,115.639914029651,123.404717999418,-7.76480396976786,-94,1693951,#FFE3C0,#A7C8E5,#FFF9F1
1385,Nick Janowski,St. Thomas (MN),1.46841,-0.552197,0.916213,1682,2.1059948231924,-0.776469072417458,1.32952575077494,110.676476369927,105.076305097042,5.60017127288557,202,2291439,#FFF0DE,#E5EFF7,#FFF9F1
1386,Mason Miller,Murray State,1.27549,-0.360006,0.915484,1292,0.736748340053883,-0.546891733353197,0.189856606700686,115.242905304066,107.374180150373,7.86872515369259,89,1702065,#FFF2E2,#EEF4FA,#FFF9F1
1387,"Will James, Jr.",Toledo,0.751821,0.163266,0.915087,510,0.000919482816440498,-0.064506958691269,-0.0635874758748285,115.096070877581,105.647956684915,9.4481141926656,42,2488774,#FFF7EE,#FFFCF8,#FFF9F1
1388,Nick Dorn,Indiana,1.54226,-0.628271,0.913989,1156,1.50932544912171,-0.181933736497971,1.32739171262374,117.455538620086,102.982624209226,14.4729144108604,28,2147098,#FFF0DD,#E2EDF6,#FFF9F1
1389,Eric Dibami,Florida International,-0.871891,1.78405,0.912159,1464,0.0190303444911274,1.4984650397392,1.51749538423032,102.343571064093,102.902998536287,-0.559427472193308,30,2541652,#E5EEF7,#FFE0BA,#FFF9F1
1390,DJ Thomas,West Virginia,0.967124,-0.0574164,0.9097076,820,1.21795323178571,-0.605505131909103,0.612448099876611,111.921894748243,98.3098529107791,13.6120418374636,64,2505107,#FFF5E9,#FCFDFE,#FFF9F1
1391,Jordan McCullum,East Tennessee State,-0.42265,1.32776,0.90511,1152,-0.785340736374932,0.758611425042366,-0.0267293113325662,107.986364170105,101.47108070964,6.51528346046464,116,2350513,#F2F7FB,#FFE8CC,#FFF9F1
1392,Tajavis Miller,New Mexico,0.1773,0.727067,0.904367,802,0.303752173475884,0.680675123892539,0.984427297368423,107.860935559667,98.7078345604377,9.15310099922955,57,1932406,#FFFDFB,#FFF2E3,#FFF9F1
1393,Faizon Fields,Milwaukee,-0.104642,1.00235,0.897708,740,-0.397250010610224,0.375414129509155,-0.0218358811010692,100.45016721838,107.8274387947,-7.37727157631975,-64,1931328,#FBFDFE,#FFEDD8,#FFF9F1
1394,Alex Williams,Duquesne,2.0415,-1.14981,0.89169,920,2.50602539949969,0.123502719040717,2.6295281185404,109.263070395094,111.330879231078,-2.06780883598447,-22,1687994,#FFEBD2,#CADEEF,#FFF9F1
1395,Jack Janicki,Wisconsin,-0.392762,1.28174,0.888978,732,-0.600654105808565,0.78055832465418,0.179904218845615,114.566554380826,97.93022558764,16.636328793186,61,2093086,#F3F7FB,#FFE9CD,#FFF9F1
1396,KJ Debrick,North Carolina A&T,-0.357056,1.24568,0.888624,531,-0.0718622430446013,1.12040432712718,1.04854208408258,100.986297861261,108.64614340196,-7.65984554069861,-23,2116897,#F4F8FB,#FFE9CF,#FFF9F1
1397,Eddie Ricks III,James Madison,0.729883,0.157108,0.886991,1417,1.14039907416921,0.157793400879682,1.2981924750489,104.52849360241,111.063868864595,-6.53537526218502,-33,2132546,#FFF7EE,#FFFCF8,#FFF9F2
1398,Joseph Grahovac,Saint Bonaventure,0.338482,0.544801,0.883283,988,0.232789745737475,1.44330872477687,1.67609847051434,113.094035977597,108.834880522535,4.25915545506126,39,2541331,#FFFBF7,#FFF5EA,#FFF9F2
1399,Montana Wheeler,Bradley,1.53072,-0.652538,0.878182,1216,1.73084572575455,-1.14249553310106,0.588350192653484,108.309867029251,105.043169958634,3.26669707061651,58,2474408,#FFF0DD,#E1ECF6,#FFF9F2
1400,Coleton Benson,New Orleans,2.4135,-1.53547,0.87803,1998,2.24234455515744,-1.12219350911318,1.12015104604426,104.783506849338,110.051230006051,-5.26772315671373,-94,1933814,#FFE7C9,#B8D3EA,#FFF9F2
1401,Jacoi Hutchinson,Longwood,0.836113,0.0416149,0.8777279,1480,1.03452013491461,-0.478366897066032,0.556153237848581,101.400567135291,108.159072723622,-6.75850558833049,31,2099646,#FFF6EC,#FFFEFD,#FFF9F2
1402,Kobi Williams,Missouri State,1.73751,-0.862956,0.874554,1798,2.07277389012438,-0.81012136868665,1.26265252143773,106.927198221152,109.278968575735,-2.35177035458383,-1,2143980,#FFEED8,#D7E6F3,#FFF9F2
1403,Rahmir Barno,Florida Gulf Coast,0.49192,0.382323,0.874243,1786,0.872454872089313,0.171687133338743,1.04414200542806,104.013017070705,107.980924044289,-3.96790697358333,6,2126241,#FFFAF4,#FFF8F0,#FFF9F2
1404,Bryson Dawkins,Youngstown State,0.550561,0.323286,0.873847,1382,0.504984093018762,-0.451160772243548,0.0538233207752133,105.139937827361,103.485024876837,1.65491295052353,47,1916165,#FFF9F2,#FFF9F2,#FFF9F2
1405,Justin Ray,Monmouth,1.25337,-0.379741,0.873629,1606,1.97634673424023,-0.598612282385175,1.37773445185506,103.851826965178,103.971524282495,-0.119697317317446,46,2314232,#FFF2E3,#EDF4F9,#FFF9F2
1406,David Thomas,Richmond,0.424686,0.444036,0.868722,724,-0.134741461155425,-0.586933452776802,-0.721674913932227,108.141671391463,102.068332259486,6.07333913197741,44,2161316,#FFFAF5,#FFF7ED,#FFF9F2
1407,Caleb Shaw,Grand Canyon,0.330484,0.537396,0.86788,770,1.52181778018336,-0.11278751049348,1.40903026968988,104.759496551143,93.6021606841553,11.1573358669872,74,1913195,#FFFBF7,#FFF5EA,#FFF9F2
1408,Jeremiah Jenkins,Brown,-0.257235,1.12489,0.867655,1313,0.495847938954529,1.19600786724093,1.69185580619546,95.5875996897766,105.085376378541,-9.49777668876422,-80,2287288,#F7FAFC,#FFEBD3,#FFF9F2
1409,Jonah Butler,Stony Brook,0.314417,0.552206,0.866623,588,0.249526041374724,0.153328950839552,0.402854992214276,106.075786022051,104.472837583543,1.60294843850746,16,2477825,#FFFBF8,#FFF5E9,#FFF9F2
1410,Jace Posey,TCU,0.766689,0.0949822,0.8616712,524,-1.11123502301067,-0.0254287199719394,-1.13666374298261,117.04683549642,103.383079264624,13.6637562317954,0,2099007,#FFF7EE,#FFFDFB,#FFF9F2
1411,Johnny Radford,Eastern Washington,0.948416,-0.0886847,0.8597313,1065,0.635474581046292,-0.314314161372738,0.321160419673554,110.59258676111,109.2902774354,1.30230932571032,63,2550534,#FFF5EA,#FAFCFD,#FFF9F2
1412,Logan Imes,Notre Dame,0.211269,0.641214,0.852483,1090,-0.142928066886262,1.09014288196826,0.947214815081996,111.765705603955,104.773451149969,6.99225445398579,-44,2092615,#FFFCFA,#FFF4E6,#FFF9F2
1413,Dontrez Williams,Lindenwood,-1.04224,1.89398,0.85174,1677,-1.16231010845028,1.37587377589279,0.213563667442511,99.6451629088766,103.422981246157,-3.77781833728075,74,2313766,#DFEBF6,#FFDEB6,#FFF9F2
1414,Elijah Chol,UC Irvine,-0.673235,1.52088,0.847645,670,-1.49001563070777,0.0812094339361317,-1.40880619677164,106.734885714361,93.8435521628622,12.8913335514989,78,1904045,#EAF2F9,#FFE5C4,#FFF9F2
1415,Turner Buttry,Eastern Kentucky,2.97392,-2.13141,0.84251,1363,2.88423996673736,-1.40181963352584,1.48242033321152,109.306523142528,116.210351352645,-6.90382821011701,-47,1930390,#FFE2BD,#9DC2E2,#FFF9F2
1416,Asim Jones,Quinnipiac,1.06153,-0.219644,0.841886,1566,2.11027701236938,-0.627266153021331,1.48301085934804,101.12777578797,106.339948472161,-5.21217268419067,20,2333138,#FFF4E7,#F4F8FC,#FFF9F2
1417,Jordan Ellerbee,Florida Gulf Coast,1.59933,-0.763546,0.835784,1542,1.98917347987014,-0.560613382432055,1.42856009743808,105.805371481625,109.070531678503,-3.26516019687806,25,2535041,#FFEFDB,#DCE9F4,#FFF9F2
1418,Tennessee Rainwater,Le Moyne,0.705668,0.125495,0.831163,1301,0.48449456558199,-0.649753121517931,-0.165258555935941,103.809699786509,107.334955938872,-3.52525615236368,71,2116989,#FFF8EF,#FFFCFA,#FFF9F2
1419,Youri Fritz,Northeastern,0.368433,0.461563,0.829996,1121,0.117127568557928,0.258870333370901,0.375997901928829,105.17560678494,112.554702424459,-7.37909563951924,-73,1911411,#FFFBF6,#FFF7ED,#FFF9F2
1420,Victory Onuetu,Hofstra,-1.011,1.83645,0.82545,932,-0.888345420854462,2.08657054412182,1.19822512326736,109.19583134148,102.428955858601,6.76687548287818,68,2485508,#E0ECF6,#FFDFB8,#FFF9F2
1421,Apostolos Roumoglou,Richmond,-0.65032,1.47298,0.82266,686,-0.141779093676068,0.425620714928515,0.283841621252447,103.549828869611,99.1278963263437,4.42193254326743,47,1912266,#EBF3F9,#FFE5C6,#FFF9F2
1422,Jordan Pyke,Incarnate Word,1.77726,-0.957354,0.819906,1044,2.4621648211834,-0.181448455335584,2.28071636584781,104.860374255627,115.076293528973,-10.2159192733463,-82,2138760,#FFEDD7,#D3E3F2,#FFF9F2
1423,Sam Towns,Bowling Green,-0.432903,1.25158,0.818677,1690,0.115679399717073,0.833427088445797,0.94910648816287,102.83567177021,100.424636287208,2.41103548300197,76,1609716,#F2F7FB,#FFE9CE,#FFF9F3
1424,Braeden Speed,Loyola Maryland,2.07061,-1.25292,0.81769,1718,2.97043629408132,-0.703977998979757,2.26645829510156,102.228206575361,115.694682012536,-13.4664754371747,-110,2281623,#FFEAD1,#C5DBEE,#FFF9F3
1425,Josiah LeGree,Morehead State,0.604312,0.213262,0.817574,879,0.687863407126828,0.0717098267394964,0.759573233866324,103.772525940946,109.246793707412,-5.47426776646605,4,2327045,#FFF9F1,#FFFBF6,#FFF9F3
1426,Markhi Strickland,North Dakota State,0.817492,-0.00237182,0.81512018,1321,0.47810346676237,-0.800513232531313,-0.322409765768942,112.686866969336,103.467716202075,9.21915076726119,183,1612489,#FFF7ED,#FEFEFE,#FFF9F3
1427,Nathan Claerbaut,Central Michigan,0.522375,0.291567,0.813942,1458,0.881283808466502,0.614521796937617,1.49580560540412,105.065084870999,111.070280272304,-6.0051954013048,-77,1734667,#FFF9F3,#FFFAF3,#FFF9F3
1428,KJ Tenner,Murray State,1.07537,-0.26145,0.81392,965,2.27643830449416,-0.317557653570455,1.9588806509237,108.478175519616,109.426985563634,-0.948810044018122,-18,2305893,#FFF4E7,#F3F7FB,#FFF9F3
1429,Hosana Kitenge,UC Santa Barbara,-0.0329626,0.846139,0.8131764,1041,-0.392928678819015,0.944778286024007,0.551849607204992,107.133487265117,110.213887340899,-3.08040007578212,57,1324341,#FEFEFE,#FFF0DE,#FFF9F3
1430,Legend Smiley,San Francisco,1.58662,-0.774084,0.812536,1158,1.9735124553382,-0.597152395821387,1.37636005951681,110.675893416471,107.668121982083,3.00777143438795,5,2477455,#FFEFDC,#DBE9F4,#FFF9F3
1431,Kamari Lands,Middle Tennessee,0.673607,0.13772,0.811327,1458,1.87211324544111,0.632193632806692,2.5043068782478,102.966323304968,108.818488562794,-5.85216525782564,-93,1895650,#FFF8F0,#FFFCF9,#FFF9F3
1432,Jeremy Elyzee,Southeastern Louisiana,-0.111877,0.921782,0.809905,1469,-0.0949269799166923,0.347582815515579,0.252655835598886,97.2033818750596,105.245921872918,-8.04253999785807,-92,2313655,#FBFCFE,#FFEFDB,#FFF9F3
1433,Tomas Thrastarson,Washington State,0.37004,0.43597,0.80601,729,0.161159009797391,-0.1212308574459,0.0399281523514914,108.373232508871,105.25362402462,3.11960848425048,12,2282762,#FFFBF6,#FFF7EE,#FFF9F3
