team,opponent,team_rank,opp_rank,opp_off_rank,opp_def_rank,date,venue,result,t_score_t,t_score_o,score_t,score_o,t_rating_t,t_rating_o,rating_t,rating_o,t_poss_t,t_poss_o,poss_t,poss_o,color_rating_t,color_rating_o
Missouri,Howard,49,182,281,88,2025-11-03,away,W,88,67,72.5262699180424,52.4015947826853,118.918918918919,90.5405405405405,120.488925905656,87.4376254105861,74,74,60.1933077026774,59.930258326001,#FFF4E7,#FFCA88
Missouri,Southeast Missouri State,49,212,276,150,2025-11-07,home,W,89,84,86.9395077426602,78.7473830686956,118.666666666667,112,119.627567802632,108.590111524016,75,75,72.6751444835004,72.5180055195721,#FFF7EE,#FFFDFC
Missouri,VMI,49,358,333,361,2025-11-09,home,W,106,68,79.0089203377881,53.5626028124135,139.473684210526,89.4736842105263,131.493901805325,92.1918708156802,76,76,60.0856155707963,58.0990518345176,#FFCF94,#FFD6A2
Missouri,Minnesota,49,84,88,86,2025-11-12,home,W,83,60,66.7662275851089,48.332471142231,133.870967741935,95.2380952380952,127.457010860776,92.0177309546327,62,63,52.3833307671393,52.5251716607316,#FFDDB2,#FFD5A1
Missouri,Prairie View,49,295,312,246,2025-11-17,home,W,91,73,65.4210481255717,39.4225582034881,118.181818181818,93.5897435897436,129.815831241563,77.9537607483123,77,78,50.3952772939034,50.571720754783,#FFD5A0,#FFB354
Missouri,South Dakota,49,284,233,311,2025-11-20,home,W,102,68,77.4929584646268,54.2049379855205,136,90.6666666666667,136.359901604406,96.8847693729067,75,75,56.8297260065807,55.9478423041782,#FFBF6F,#FFE1BC
Missouri,South Carolina State,49,348,348,312,2025-11-25,home,W,98,66,64.6512203327914,35.2725622964885,138.028169014085,91.6666666666667,141.717818258751,76.2713980432172,71,72,45.619683627044,46.2461200416207,#FFAD46,#FFAF4B
Missouri,Cleveland State,49,331,202,362,2025-11-28,home,W,86,59,66.913746019137,41.2224207120714,121.12676056338,83.0985915492958,122.957935267617,76.3134260286722,71,71,54.4200306173813,54.0172586362241,#FFECD5,#FFAF4B
Missouri,Notre Dame,49,90,83,124,2025-12-02,away,L,71,76,69.3462580005395,74,104.411764705882,111.764705882353,103.235116530393,108.823529411765,68,68,67.1731290002698,68,#ABCBE6,#FFFEFD
Missouri,Kansas,49,21,50,11,2025-12-07,away,L,60,80,48.1919675905585,68.5390766458255,89.5522388059701,121.212121212121,83.8351697113985,117.266393562145,67,66,57.4841892208947,58.4473305299557,#5294CD,#DCE9F4
Missouri,Alabama State,49,319,336,271,2025-12-11,home,W,85,77,83.0248431867234,69.6353302211877,134.920634920635,120.3125,138.327782643604,117.341276638867,63,64,60.0203672754833,59.3442752762093,#FFB860,#DCE9F4
Missouri,Bethune-Cookman,49,236,260,210,2025-12-14,home,W,82,60,67.3588638535597,42.9554453298797,124.242424242424,90.9090909090909,124.892083947358,81.2237706385725,66,66,53.9336535388033,52.8853129966371,#FFE5C6,#FFBB66
Missouri,Illinois,49,8,2,23,2025-12-22,neutral,L,48,91,32.239391727133,58.3046520326752,77.4193548387097,149.180327868852,81.2118551925789,146.992121011497,62,61,39.6978885049274,39.6651545888741,#5294CD,#5E9BD0
Missouri,Florida,49,4,9,6,2026-01-03,home,W,76,74,76,71.6224303299938,110.144927536232,108.823529411765,110.144927536232,105.327103426461,69,68,69,68,#D4E4F2,#FFF5EA
Missouri,Kentucky,49,25,36,21,2026-01-07,away,W,73,68,72.4755841765943,68,105.797101449275,98.5507246376812,105.841498175005,98.5507246376812,69,69,68.4755841765943,69,#BBD4EB,#FFE5C5
Missouri,Ole Miss,49,58,78,49,2026-01-10,away,L,69,76,67.5132695150679,74.2557282177907,106.153846153846,115.151515151515,106.684478300528,115.623294688551,65,66,63.2831228971136,64.2221175393851,#BFD8EC,#E3EDF6
Missouri,Auburn,49,35,17,101,2026-01-14,home,W,84,74,78.332377033018,71.3567999577298,123.529411764706,107.246376811594,120.333608470659,109.339082469091,68,69,65.0960093597774,65.2619341102499,#FFF5E8,#FDFEFE
Missouri,LSU,49,79,48,132,2026-01-17,away,L,70,78,68.9734403459644,75.4546706365363,112.903225806452,127.868852459016,115.682640571541,127.093150689195,62,61,59.6229823292367,59.3695806794971,#F4F8FC,#B2CFE8
Missouri,Georgia,49,29,19,61,2026-01-20,home,L,72,74,72,74,109.090909090909,110.44776119403,109.090909090909,110.44776119403,66,67,66,67,#CEE0F0,#F9FBFD
Missouri,Oklahoma,49,33,15,108,2026-01-24,home,W,88,87,88,87,114.285714285714,114.473684210526,114.285714285714,114.473684210526,77,76,77,76,#ECF3F9,#E8F0F8
Missouri,Alabama,49,17,5,53,2026-01-27,away,L,64,90,46.7223522684608,70.2840744338553,86.4864864864865,121.621621621622,83.1448783428318,123.046159716998,74,74,56.1939029795801,57.1200877747882,#5294CD,#C3DAED
Missouri,Mississippi State,49,89,87,118,2026-01-31,home,W,84,79,80.1029541852553,72.430872092443,116.666666666667,109.722222222222,116.569020588201,106.040577157422,72,72,68.7171889933194,68.3048640756794,#F9FBFD,#FFF7EE
