team,opponent,team_rank,opp_rank,opp_off_rank,opp_def_rank,date,venue,result,t_score_t,t_score_o,score_t,score_o,t_rating_t,t_rating_o,rating_t,rating_o,t_poss_t,t_poss_o,poss_t,poss_o,color_rating_t,color_rating_o
Troy,Kent State,109,151,133,186,2025-11-03,away,W,103,97,99.3688841951483,94.0063916925875,124.096385542169,115.47619047619,122.533719904448,115.54018799239,83,84,81.0951338722404,81.3625053983632,#FFE8CC,#BBD5EB
Troy,Furman,109,152,160,159,2025-11-07,away,W,64,61,61.5283525034098,55.2753950931911,94.1176470588235,88.4057971014493,92.8386041344176,83.1638107359406,68,69,66.2745342598271,66.4656833351469,#BCD5EB,#FF9C1F
Troy,Loyola Marymount,109,170,215,134,2025-11-14,away,L,63,74,60.4693024722464,70.4643917481416,90,107.246376811594,90.7689767195667,106.029601065435,70,69,66.6189095191279,66.4572827211292,#B5D1E9,#FFFAF5
Troy,Cal State Northridge,109,204,196,209,2025-11-16,away,L,85,94,85,92.0879470956323,114.864864864865,127.027027027027,117.720349594306,126.105558486364,74,74,72.2050183276993,73.0244948763224,#FFF2E2,#67A1D3
Troy,San Diego State,109,50,115,17,2025-11-18,away,W,108,107,108,106.475584176594,118.681318681319,116.304347826087,118.681318681319,115.734330626733,91,92,91,92,#FFF0DE,#B9D4EA
Troy,USC,109,108,91,64,2025-11-20,away,L,106,107,106,107,107.070707070707,107,107.070707070707,107,99,100,99,100,#EEF5FA,#FFFFFF
Troy,Toledo,109,135,90,223,2025-11-24,neutral,L,68,75,65.2676325932607,73.3937076233269,97.1428571428571,107.142857142857,96.7089352440532,107.196890406435,70,70,67.4887304141569,68.466265527905,#CADEEF,#FDFEFE
Troy,Saint Francis (PA),109,354,330,357,2025-11-26,neutral,W,74,64,66.700833731711,59.0061087652325,100,86.4864864864865,95.2409173709848,84.9496199889561,74,74,70.0338001490433,69.4601209197918,#C4DBEE,#FF9C1F
Troy,West Georgia,109,294,294,274,2025-12-01,home,L,89,93,89,93,101.136363636364,105.681818181818,101.136363636364,105.681818181818,88,88,88,88,#D9E8F4,#FFF9F1
Troy,UAB,109,114,139,113,2025-12-14,away,W,86,85,86,83.9002833235276,126.470588235294,126.865671641791,126.470588235294,126.26050332682,68,67,68,66.4501416617638,#FFE0BA,#66A0D2
Troy,Marshall,109,185,114,278,2025-12-20,home,W,70,63,67.8792150489801,60.2779789277989,97.2222222222222,87.5,97.7103779143471,85.9127651478712,72,72,69.4698111888207,70.161842450362,#CDE0F0,#FF9F26
Troy,Texas State,109,229,257,194,2025-12-31,home,W,100,80,92.0247640611057,78.4384380506319,142.857142857143,114.285714285714,137.3440344372,120.120253325219,70,70,67.003102419555,65.2999272639429,#FFCA88,#96BEE0
Troy,South Alabama,109,187,194,181,2026-01-03,home,W,59,49,57.0892606765593,48.0016115023779,100,83.0508474576271,99.5106043439537,84.1773008370208,59,59,57.3700270970449,57.0244127871429,#D4E4F2,#FF9C1F
Troy,Arkansas State,109,141,157,148,2026-01-07,away,L,74,86,52.5670874670613,73.5261174405056,94.8717948717949,110.25641025641,80.9059917214325,108.453735760255,78,78,64.9730463079361,67.794914509022,#92BBDF,#F3F7FB
Troy,Louisiana-Lafayette,109,305,321,255,2026-01-10,away,W,90,70,77.7905838311515,52.9617074884892,142.857142857143,111.111111111111,157.169797056408,108.833467258973,63,63,49.4946136522864,48.6630710408819,#FFA22D,#F0F6FA
Troy,Southern Mississippi,109,216,251,177,2026-01-14,home,W,91,65,67.7472363719985,43.1692892071186,130,92.8571428571429,127.693027640093,85.0017147098206,70,70,53.0547654981964,50.7863745507843,#FFDEB5,#FF9C1F
Troy,Arkansas State,109,141,157,148,2026-01-17,home,W,99,74,81.6885597565974,62.1754777331956,145.588235294118,108.823529411765,145.996281578844,111.944636772086,68,68,55.952493360238,55.541274263797,#FFB960,#D7E6F3
Troy,Old Dominion,109,223,199,251,2026-01-21,away,W,83,77,82.2292317951207,77,100,92.7710843373494,100,94.5974403072532,83,83,82.2292317951207,81.3975512972692,#D5E5F3,#FFC67F
Troy,Georgia Southern,109,222,147,299,2026-01-24,away,W,83,78,81,78,125.757575757576,118.181818181818,124.615384615385,120,66,66,65,65,#FFE4C3,#97BFE1
Troy,James Madison,109,192,162,233,2026-01-29,home,L,64,73,59.9237747670504,69.5568150076554,92.7536231884058,107.352941176471,92.8823554123498,107.829881591202,69,68,64.5157785900451,64.5060663901635,#BCD5EB,#F8FAFD
Troy,Appalachian State,109,173,231,121,2026-01-31,home,L,44,66,37.7589124237237,56.6636240304275,74.5762711864407,113.793103448276,74.4005887828209,111.257487174257,59,58,50.7508247467556,50.9301670113022,#7AADD8,#DDEAF5
Troy,Georgia State,109,320,339,270,2026-02-04,away,W,74,63,65.3633462225995,49.7297614619647,115.625,96.9230769230769,111.773286442756,85.1993559640074,64,65,58.4785043929752,58.3687058420643,#FFFEFE,#FF9C1F
Troy,Akron,109,62,57,102,2026-02-07,home,W,79,69,77.0328379643266,64.868191018988,121.538461538462,107.8125,122.236624222099,105.770988330965,65,64,63.0194415581709,61.3289069551005,#FFE9CE,#FFF9F2
Troy,Texas State,109,229,257,194,2026-02-11,away,L,62,74,58.7257536239548,69.159819697515,95.3846153846154,115.625,96.8732672800918,114.018362001066,65,64,60.6212170527498,60.6567385145108,#CADEEF,#C7DCEE
Troy,Southern Mississippi,109,216,251,177,2026-02-14,away,L,65,69,63.7246482475098,69,100,106.153846153846,99.0092404447375,106.153846153846,65,65,64.3623241237549,65,#D2E3F2,#FFFBF6
Troy,Louisiana-Monroe,109,361,337,363,2026-02-18,away,W,77,76,77,76,111.594202898551,110.144927536232,111.594202898551,110.144927536232,69,69,69,69,#FFFFFF,#E6EFF7
Troy,South Alabama,109,187,194,181,2026-02-21,away,L,54,65,54,61.6226206990472,90,108.333333333333,93.0512792691808,107.526284654233,60,60,58.0325175796752,57.3093554726678,#BDD6EB,#FAFCFD
Troy,Louisiana-Lafayette,109,305,321,255,2026-02-24,home,W,78,59,67.0188686603877,50.1460329712499,134.48275862069,103.508771929825,132.346599858115,100.970938339812,58,57,50.6389047638826,49.6638278258703,#FFD49F,#FFE3C1
Troy,Louisiana-Monroe,109,361,337,363,2026-02-27,home,W,80,65,71.2201240313448,52.6759853679339,129.032258064516,103.174603174603,126.146437388486,93.9583052151469,62,63,56.458292049907,56.0631497634145,#FFE1BC,#FFC378
Troy,Southern Mississippi,109,216,251,177,2026-03-08,neutral,W,78,70,71.5943251858742,56.9409308422367,109.859154929577,97.2222222222222,113.482065118456,89.3359824753271,71,72,63.0886696599521,63.7379578357049,#FFFBF6,#FFAE49
Troy,Georgia Southern,109,222,147,299,2026-03-09,neutral,W,77,61,71.1660910640838,54.6110324984034,126.229508196721,98.3870967741936,126.102851848945,95.2441981505685,61,62,56.434957671958,57.3379098767471,#FFE1BC,#FFC986
